Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.liusijin.193.刘四金,,芒果最近不做了。,芒果最近不做了。,芒果最近不做了。,I don't make the mangos much lately.
SAY.liusijin.194.刘四金,,天气热，都熟了，果肉不够脆。,天气热，都熟了，果肉不够脆。,天氣熱，都熟了，果肉不夠脆。,It's too hot so they're all ripe， the fruit is too soft.
SAY.liusijin.199.刘四金,,萝卜和木瓜卖得最多，黄瓜和豆角也不错。,萝卜和木瓜卖得最多，黄瓜和豆角也不错。,蘿蔔和木瓜賣得最多，黃瓜和豆角也不錯。,Carrots and Papaya are the most popular， same with cucumber and green beans.
SAY.liusijin.200.刘四金,,我自己最喜欢空心菜。,我自己最喜欢空心菜。,我自己最喜歡空心菜。,My favorite is water spinach.
SAY.liusijin.196.刘四金,,这种一整个萝卜，一圈接一圈的，叫萝卜龙。,这种一整个萝卜，一圈接一圈的，叫萝卜龙。,這種一整個蘿蔔，一圈接一圈的，叫蘿蔔龍。,This kind of carrot， if you make it like this as it spirals， we call it a Carrot Dragon.
SAY.liusijin.197.刘四金,,切起来其实很简单的。,切起来其实很简单的。,切起來其實很簡單的。,It's actually quite easy.
SAY.liusijin.201.刘四金,,拿个小点的萝卜，顺着切，不要切断。,拿个小点的萝卜，顺着切，不要切断。,拿個小點的蘿蔔，順著切，不要切斷。,Take a smaller carrot， cut along the grain， don't cut all the way through.
SAY.liusijin.202.刘四金,,再反过来，斜着切，就可以了。,再反过来，斜着切，就可以了。,再反過來，斜著切，就可以了。,Then flip it and cut on the bias， then you're done.
SAY.gouge.29.主角,,老狗。,老狗。,老狗。,Ol'Gou.
SAY.gouge.96.狗哥,,老覃。,老覃。,老覃。,Ol'Qin.
SAY.gouge.97.主角,,听说你在这条路守着，帮小学生赶走烂仔？,听说你在这条路守着，帮小学生赶走烂仔？,聽說你在這條路守著，幫小學生趕走爛仔？,I hear you just stand guard on this road and keep the thugs away from the students.
SAY.gouge.98.狗哥,,嗯，没错。,嗯，没错。,嗯，沒錯。,Yeah.
SAY.gouge.99.狗哥,,这条路人少，旁边又是仓库，没有居民。,这条路人少，旁边又是仓库，没有居民。,這條路人少，旁邊又是倉庫，沒有居民。,Not many people here， just a warehouse and no neighbors.
SAY.gouge.100.狗哥,,所以那帮烂仔喜欢选在这里下手，敲诈勒索。,所以那帮烂仔喜欢选在这里下手，敲诈勒索。,所以那幫爛仔喜歡選在這裏下手，敲詐勒索。,So those thugs like to threaten and ambush people here.
SAY.gouge.101.狗哥,,我侄女碰到过，我不想别的娃仔也挨欺负。,我侄女碰到过，我不想别的娃仔也挨欺负。,我侄女碰到過，我不想別的娃仔也挨欺負。,My neice ran into them， I don't want any other kids to have to deal with it.
SAY.gouge.102.主角,,我是佩服你的。,我是佩服你的。,我是佩服你的。,I'm impressed.
SAY.gouge.103.主角,,问题是守到啥时候啊？,问题是守到啥时候啊？,問題是守到啥時候啊？,How long do you plan on guarding here?
SAY.gouge.104.主角,,不可以一直等着吧？,不可以一直等着吧？,不可以一直等著吧？,You can't be here forever?
SAY.gouge.105.狗哥,,这帮野仔爱拉帮结派，小弟后面有大哥。,这帮野仔爱拉帮结派，小弟后面有大哥。,這幫野仔愛拉幫結派，小弟後面有大哥。,These punks like to group up， the small fries have big guys behind them.
SAY.gouge.106.狗哥,,最恶的那几个，已经被民警抓获了。,最恶的那几个，已经被民警抓获了。,最惡的那幾個，已經被民警抓獲了。,The worst have already been arrested.
SAY.gouge.107.狗哥,,剩下的都是些小角色。,剩下的都是些小角色。,剩下的都是些小角色。,Just a few shrimp left.
SAY.gouge.108.主角,,哦，是咩？,哦，是咩？,哦，是咩？,Ah， that so?
SAY.gouge.109.主角,,那是好事啊。,那是好事啊。,那是好事啊。,That's good.
SAY.gouge.110.狗哥,,所以我只是想吓吓剩下的小鬼，等他们收手。,所以我只是想吓吓剩下的小鬼，等他们收手。,所以我只是想嚇嚇剩下的小鬼，等他們收手。,So I just wanted to scare the little guys to make them stop.
SAY.gouge.111.狗哥,,我工作就是看看仓库，不算特别忙。,我工作就是看看仓库，不算特别忙。,我工作就是看看倉庫，不算特別忙。,My job is just to keep an eye on the warehouse， not super busy.
SAY.gouge.112.狗哥,,也算是帮街坊邻里做点小事吧。,也算是帮街坊邻里做点小事吧。,也算是幫街坊鄰里做點小事吧。,Count it as just doing the neighbors a favor.
SAY.gouge.113.狗哥,,除了偏僻小路，溜冰场和游艺厅的烂仔最多。,除了偏僻小路，溜冰场和游艺厅的烂仔最多。,除了偏僻小路，溜冰場和遊藝廳的爛仔最多。,Outside of these small roads， the skating rink and game hall have the most punks.
SAY.gouge.114.狗哥,,小娃仔要尽量避开那种地方。,小娃仔要尽量避开那种地方。,小娃仔要儘量避開那種地方。,Kids should avoid those places.
SAY.gouge.115.狗哥,,我侄女就被抢了点钱。,我侄女就被抢了点钱。,我侄女就被搶了點錢。,My niece just got robbed.
SAY.gouge.116.狗哥,,没有受伤，也没有被吓得很厉害。,没有受伤，也没有被吓得很厉害。,沒有受傷，也沒有被嚇得很厲害。,Didn't get hurt， but was quite scared.
SAY.gouge.117.狗哥,,算是不幸中的万幸吧。,算是不幸中的万幸吧。,算是不幸中的萬幸吧。,I guess that's the silver lining.
SAY.gouge.118.狗哥,,小学生哪打得过烂仔？,小学生哪打得过烂仔？,小學生哪打得過爛仔？,These kids can't fight these punks.
SAY.gouge.119.狗哥,,不能硬碰硬，更加不能惹恼他们。,不能硬碰硬，更加不能惹恼他们。,不能硬碰硬，更加不能惹惱他們。,You can't fight them head on， can't make them mad.
SAY.gouge.120.狗哥,,东西给就给了。,东西给就给了。,東西給就給了。,Just give them what they want.
SAY.gouge.121.狗哥,,就怕有的娃仔胆小，不敢跟大人讲。,就怕有的娃仔胆小，不敢跟大人讲。,就怕有的娃仔膽小，不敢跟大人講。,I'm afraid some kids just get scared and don't want to tell their parents
SAY.gouge.122.狗哥,,那就会一直挨欺负。,那就会一直挨欺负。,那就會一直挨欺負。,so they just get picked on.
SAY.gouge.123.狗哥,,现在有点年轻人，真是无法无天。,现在有点年轻人，真是无法无天。,現在有點年輕人，真是無法無天。,Some people these days， running rampant.
SAY.gouge.124.狗哥,,偷自行车，偷狗，甚至拦货车问司机要烟。,偷自行车，偷狗，甚至拦货车问司机要烟。,偷自行車，偷狗，甚至攔貨車問司機要煙。,Stealing bicycles， dogs， even stopping drivers to bum a smoke.
SAY.gouge.125.狗哥,,幸好公安加大了力度，及时打击整治。,幸好公安加大了力度，及时打击整治。,幸好公安加大了力度，及時打擊整治。,Luckily security really stepped up in time to stop it.
SAY.gouge.126.狗哥,,近来情况好了不少。,近来情况好了不少。,近來情況好了不少。,It looks like things have gotten better now.
SAY.yuntun.95.云吞老板,,云吞专家，就是我家。,云吞专家，就是我家。,雲吞專家，就是我家。,Wonton Expert， that's my shop.
SAY.yuntun.101.云吞老板,,吃完绝对想再来吃。,吃完绝对想再来吃。,吃完絕對想再來吃。,After you eat it you'll definitely come back.
SAY.yuntun.102.云吞老板,,和我讲你吃什么。,和我讲你吃什么。,和我講你吃什麼。,Tell me what you want.
SAY.yuntun.103.云吞老板,,坐下来等就得啦。,坐下来等就得啦。,坐下來等就得啦。,Just sit and wait.
SAY.yuntun.104.云吞老板,,买几斤生云吞放冰箱。,买几斤生云吞放冰箱。,買幾斤生雲吞放冰箱。,Buy a few kilos and put it in the freezer.
SAY.yuntun.105.云吞老板,,想吃的时候就方便啦。,想吃的时候就方便啦。,想吃的時候就方便啦。,When you want some it'll be there for you.
SAY.yujiyun.1.捕虫少女郁季云,,叔叔，有事吗？,叔叔，有事吗？,叔叔，有事嗎？,Uncle， can I help you?
SAY.yujiyun.28.主角,,没有。,没有。,沒有。,No.
SAY.yujiyun.128.主角,,看到你一直在捉虫子，觉得蛮好玩的。,看到你一直在捉虫子，觉得蛮好玩的。,看到你一直在捉蟲子，覺得蠻好玩的。,I'm just watching you catch bugs， it looks fun.
SAY.yujiyun.129.捕虫少女郁季云,,我就喜欢大自然。,我就喜欢大自然。,我就喜歡大自然。,I like nature.
SAY.yujiyun.130.主角,,是咩。,是咩。,是咩。,Yeah?
SAY.yujiyun.131.主角,,你不用上学吗？,你不用上学吗？,你不用上學嗎？,You don't need to go to school?
SAY.yujiyun.132.捕虫少女郁季云,,我在休养，请假了。,我在休养，请假了。,我在休養，請假了。,I took a day off.
SAY.yujiyun.133.主角,,生病了？,生病了？,生病了？,Are you sick?
SAY.yujiyun.134.捕虫少女郁季云,,不是，只是压力太大，在学校呆不住。,不是，只是压力太大，在学校呆不住。,不是，只是壓力太大，在學校呆不住。,No， just stressed， couldn't stay in school.
SAY.yujiyun.135.主角,,哦，那出来玩玩也好。,哦，那出来玩玩也好。,哦，那出來玩玩也好。,Oh， then taking a break is good.
SAY.yujiyun.136.捕虫少女郁季云,,我叫黑桂云。,我叫黑桂云。,我叫黑桂雲。,I'm Hei Guiyun
SAY.yujiyun.137.捕虫少女郁季云,,叔叔你叫什么？,叔叔你叫什么？,叔叔你叫什麼？,What's your name， uncle?
SAY.yujiyun.138.主角,,……我叫覃牧南。,……我叫覃牧南。,……我叫覃牧南。,...I'm Qin Munan.
SAY.yujiyun.139.捕虫少女郁季云,,覃……你们这里很多人都姓这个。,覃……你们这里很多人都姓这个。,覃……你們這裏很多人都姓這個。,Qin...lots of people have that family name here.
SAY.yujiyun.140.主角,,你不是本地人？,你不是本地人？,你不是本地人？,You're not from here?
SAY.yujiyun.141.捕虫少女郁季云,,我妈妈是，爸爸不是。,我妈妈是，爸爸不是。,我媽媽是，爸爸不是。,My mom is， my dad isn't
SAY.yujiyun.142.捕虫少女郁季云,,我之前一直住在北方。,我之前一直住在北方。,我之前一直住在北方。,I always lived up north.
SAY.yujiyun.143.主角,,哦，那你本地话讲得还不错啊。,哦，那你本地话讲得还不错啊。,哦，那你本地話講得還不錯啊。,Oh， then your local dialect is good.
SAY.yujiyun.144.捕虫少女郁季云,,妈妈在家经常说。,妈妈在家经常说。,媽媽在家經常說。,Mom says that.
SAY.yujiyun.145.捕虫少女郁季云,,叔叔，你会觉得我的姓很奇怪吗？,叔叔，你会觉得我的姓很奇怪吗？,叔叔，你會覺得我的姓很奇怪嗎？,Uncle， do you think my family name is odd?
SAY.yujiyun.146.主角,,有啥奇怪的？,有啥奇怪的？,有啥奇怪的？,What's odd about it?
SAY.yujiyun.147.主角,,百家人有百家姓，什么字都有。,百家人有百家姓，什么字都有。,百家人有百家姓，什麼字都有。,The “Hundred Family Names” lists all the common family names.
SAY.yujiyun.148.捕虫少女郁季云,,我在那边，只有我家姓这个。,我在那边，只有我家姓这个。,我在那邊，只有我家姓這個。,Where I'm at， only my family has my name.
SAY.yujiyun.149.捕虫少女郁季云,,我那些同学都喜欢拿我开玩笑。,我那些同学都喜欢拿我开玩笑。,我那些同學都喜歡拿我開玩笑。,All my classmates make fun of me for it.
SAY.yujiyun.150.捕虫少女郁季云,,他们说我名字奇怪，人也奇怪，什么都奇怪。,他们说我名字奇怪，人也奇怪，什么都奇怪。,他們說我名字奇怪，人也奇怪，什麼都奇怪。,They say my name is weird， I'm weird， everything is weird about me.
SAY.yujiyun.151.主角,,莫用管他们。,莫用管他们。,莫用管他們。,Just ignore them.
SAY.yujiyun.152.捕虫少女郁季云,,所以我不喜欢去学校。,所以我不喜欢去学校。,所以我不喜歡去學校。,So that's why I don't like to go to school.
SAY.yujiyun.153.捕虫少女郁季云,,我喜欢这里，有很多我从没见过的昆虫。,我喜欢这里，有很多我从没见过的昆虫。,我喜歡這裏，有很多我從沒見過的昆蟲。,I like it here， lots of bugs I've never seen.
SAY.yujiyun.154.主角,,那你加油，多捉点。,那你加油，多捉点。,那你加油，多捉點。,Keep at it， catch more.
SAY.yujiyun.155.捕虫少女郁季云,,覃叔叔。,覃叔叔。,覃叔叔。,Uncle Qin.
SAY.yujiyun.156.捕虫少女郁季云,,你要一起捉虫子吗？,你要一起捉虫子吗？,你要一起捉蟲子嗎？,Do you want to catch bugs with me?
SAY.yujiyun.8.主角,,不了，我皮肤过敏。,不了，我皮肤过敏。,不了，我皮膚過敏。,No， I'm allergic.
SAY.yujiyun.157.主角,,挨虫咬或者碰到花粉，容易一身长满疙瘩。,挨虫咬或者碰到花粉，容易一身长满疙瘩。,挨蟲咬或者碰到花粉，容易一身長滿疙瘩。,If I get bug bites or touch pollen， I get a bunch of bumps.
SAY.yujiyun.158.捕虫少女郁季云,,现在流行养电子宠物。,现在流行养电子宠物。,現在流行養電子寵物。,Right now， electronic pets are popular.
SAY.yujiyun.159.捕虫少女郁季云,,我觉得可没意思，真的才好玩。,我觉得可没意思，真的才好玩。,我覺得可沒意思，真的才好玩。,I don't find those fun，  the real ones are better.
SAY.yujiyun.160.捕虫少女郁季云,,你们这里的夏天好像挺热的！,你们这里的夏天好像挺热的！,你們這裏的夏天好像挺熱的！,It's pretty hot here.
SAY.yujiyun.161.捕虫少女郁季云,,不过没关系，我住的地方有阳台。,不过没关系，我住的地方有阳台。,不過沒關係，我住的地方有陽臺。,But that's not a problem， I have a porch.
SAY.yujiyun.162.捕虫少女郁季云,,我要在阳台打地铺了！一定很自在！,我要在阳台打地铺了！一定很自在！,我要在陽臺打地鋪了！一定很自在！,I'm gonna sleep on the porch! It'll be nice!
SAY.yujiyun.163.捕虫少女郁季云,,前几天，我第一次见到插秧的情景。,前几天，我第一次见到插秧的情景。,前幾天，我第一次見到插秧的情景。,A few days ago， it was the first time I saw people planting rice.
SAY.yujiyun.164.捕虫少女郁季云,,有个女的已经怀孕了，挺着肚子。,有个女的已经怀孕了，挺着肚子。,有個女的已經懷孕了，挺著肚子。,There was a lady who was pregnant with a big belly.
SAY.yujiyun.165.捕虫少女郁季云,,她站在田埂上，看她的丈夫在田里弯腰干活。,她站在田埂上，看她的丈夫在田里弯腰干活。,她站在田埂上，看她的丈夫在田裏彎腰幹活。,She was watching her husband work.
SAY.yujiyun.166.捕虫少女郁季云,,那时候是傍晚，夕阳照着她的笑容，很好看。,那时候是傍晚，夕阳照着她的笑容，很好看。,那時候是傍晚，夕陽照著她的笑容，很好看。,It was evening， the sunset lit up her smile， it was very pretty.
SAY.yujiyun.167.捕虫少女郁季云,,那个情景真的很温馨，我会一直记得。,那个情景真的很温馨，我会一直记得。,那個情景真的很溫馨，我會一直記得。,It was a very nice scene， I'll always remember it.
SAY.yujiyun.168.捕虫少女郁季云,,我听到知了叫了！,我听到知了叫了！,我聽到知了叫了！,I hear cicadas!
SAY.yujiyun.169.捕虫少女郁季云,,晚上我就要去抓它们。,晚上我就要去抓它们。,晚上我就要去抓它們。,I'm gonna catch them at night.
SAY.yujiyun.170.捕虫少女郁季云,,你们这边老下雨。,你们这边老下雨。,你們這邊老下雨。,It always rains here.
SAY.yujiyun.171.捕虫少女郁季云,,我家门口有个大水缸，那天接满了水。,我家门口有个大水缸，那天接满了水。,我家門口有個大水缸，那天接滿了水。,We have a big vat of water at my front door， everyday， it fills up.
SAY.yujiyun.172.捕虫少女郁季云,,然后我就往里一跳——那个凉快呀！,然后我就往里一跳——那个凉快呀！,然後我就往裏一跳——那個涼快呀！,Then I just jump in- so refreshing!
SAY.yujiyun.173.捕虫少女郁季云,,我以前也会在学校门口的田里摸鱼。,我以前也会在学校门口的田里摸鱼。,我以前也會在學校門口的田裏摸魚。,I also caught fish in front of the school.
SAY.yujiyun.174.捕虫少女郁季云,,摸到了又不敢带回家。,摸到了又不敢带回家。,摸到了又不敢帶回家。,But I didn't dare bring it home.
SAY.yujiyun.175.捕虫少女郁季云,,有一次是一只大乌龟，大概比铁饭盆大一圈。,有一次是一只大乌龟，大概比铁饭盆大一圈。,有一次是一只大烏龜，大概比鐵飯盆大一圈。,One time， I caught a turtle， it was bigger than the wok.
SAY.yujiyun.176.捕虫少女郁季云,,我想养，最后还是放生在附近水池了。,我想养，最后还是放生在附近水池了。,我想養，最後還是放生在附近水池了。,I wanted to take it home as a pet， but in the end，I let it go.
SAY.yujiyun.177.捕虫少女郁季云,,我来这里坐的是火车，坐了很久很久。,我来这里坐的是火车，坐了很久很久。,我來這裏坐的是火車，坐了很久很久。,I came here on train， it took a long long time.
SAY.yujiyun.178.捕虫少女郁季云,,我都忘记有几个白天，几个夜晚。,我都忘记有几个白天，几个夜晚。,我都忘記有幾個白天，幾個夜晚。,I forgot how many days and nights.
SAY.yujiyun.179.捕虫少女郁季云,,抓到的虫子，我养两天就会放走。,抓到的虫子，我养两天就会放走。,抓到的蟲子，我養兩天就會放走。,The bugs I catch， I let them go after two days.
SAY.yujiyun.180.捕虫少女郁季云,,我觉得把它们做成标本太残忍了。,我觉得把它们做成标本太残忍了。,我覺得把它們做成標本太殘忍了。,I think making them into specimens is too cruel.
SAY.yujiyun.181.捕虫少女郁季云,,我在芷滨见过好多虫。,我在芷滨见过好多虫。,我在芷濱見過好多蟲。,I saw so many bugs in Zhibin.
SAY.yujiyun.182.捕虫少女郁季云,,草蜢、螳螂、土狗还有各种颜色的甲虫。,草蜢、螳螂、土狗还有各种颜色的甲虫。,草蜢、螳螂、土狗還有各種顏色的甲蟲。,Grasshoppers， mantis， crickets， and all sorts of beetles.
SAY.yujiyun.183.捕虫少女郁季云,,但是我很讨厌大蟑螂！,但是我很讨厌大蟑螂！,但是我很討厭大蟑螂！,But I really hate big cockroaches.
SAY.yujiyun.184.捕虫少女郁季云,,就是你们讲的骚甲！,就是你们讲的骚甲！,就是你們講的騷甲！,The ones you call Saojia!
SAY.hongping.1.红萍,,南哥，我决定了，我要自己做烧猪。,南哥，我决定了，我要自己做烧猪。,南哥，我決定了，我要自己做燒豬。,Bro' Nan. I decided， I'm gonna make a roast pig.
SAY.hongping.28.主角,,你之前不就有吗？,你之前不就有吗？,你之前不就有嗎？,Didn't you make it before?
SAY.hongping.29.主角,,烧肉不是猪肉？,烧肉不是猪肉？,燒肉不是豬肉？,Wasn't the BBQ pork?
SAY.hongping.30.红萍,,那是小猪，用缸烧的。,那是小猪，用缸烧的。,那是小豬，用缸燒的。,That's the small one.
SAY.hongping.31.红萍,,我要做那种正宗的地炉大烧猪。,我要做那种正宗的地炉大烧猪。,我要做那種正宗的地爐大燒豬。,I want the traditional big one， the kind you cook in the ground.
SAY.hongping.32.主角,,哪里有地炉？,哪里有地炉？,哪里有地爐？,Is there one of those ovens?
SAY.hongping.33.红萍,,我最近在找地方，找到就在那儿建一个。,我最近在找地方，找到就在那儿建一个。,我最近在找地方，找到就在那兒建一個。,Once I find a place I'll build one there.
SAY.hongping.34.主角,,干嘛突然想搞这个？,干嘛突然想搞这个？,幹嘛突然想搞這個？,Why this all of a sudden?
SAY.hongping.35.红萍,,我参加了龙舟队以后，问了些游过龙的亲戚。,我参加了龙舟队以后，问了些游过龙的亲戚。,我參加了龍舟隊以後，問了些遊過龍的親戚。,After I joined the Dragon Boat team， I asked some relatives who have done it before.
SAY.hongping.36.红萍,,发现在整个端午期间，烧猪的需求量很大。,发现在整个端午期间，烧猪的需求量很大。,發現在整個端午期間，燒豬的需求量很大。,Turns out during Duanwu you need lots of pork.
SAY.hongping.37.红萍,,我觉得如果我也会做，应该能赚到钱。,我觉得如果我也会做，应该能赚到钱。,我覺得如果我也會做，應該能賺到錢。,I feel like if I can do it， I can make some money.
SAY.hongping.38.主角,,可以啊，这样子都让你发现了商机。,可以啊，这样子都让你发现了商机。,可以啊，這樣子都讓你發現了商機。,Oh wow， you found an opportunity.
SAY.hongping.39.主角,,那你做呗，如果有需要送货去外面，我帮你。,那你做呗，如果有需要送货去外面，我帮你。,那你做唄，如果有需要送貨去外面，我幫你。,Go for it， if you need help delivering， I'll help you.
SAY.hongping.40.红萍,,好的！,好的！,好的！,Great!
SAY.hongping.41.红萍,,建地炉要先挖坑，然后要砌砖做炉墙。,建地炉要先挖坑，然后要砌砖做炉墙。,建地爐要先挖坑，然後要砌磚做爐牆。,Need a place to dig a hole first， then we have to build the walls with bricks.
SAY.hongping.42.红萍,,我自己不一定做得来，可能要请人帮。,我自己不一定做得来，可能要请人帮。,我自己不一定做得來，可能要請人幫。,I don't think I can do it alone， probably will need help.
SAY.hongping.43.红萍,,猪宰好搞干净，腌制，刷皮水。,猪宰好搞干净，腌制，刷皮水。,豬宰好搞乾淨，醃制，刷皮水。,Have to clean the pig， then marinate it.
SAY.hongping.44.红萍,,然后就可以入炉烧啦。,然后就可以入炉烧啦。,然後就可以入爐燒啦。,Then we can finally put in in the oven.
SAY.hongping.45.红萍,,先烘皮，抬出来扎孔，防止皮爆开。,先烘皮，抬出来扎孔，防止皮爆开。,先烘皮，抬出來紮孔，防止皮爆開。,Have to roast the skin first， the poke holes so the skin doesn't explode.
SAY.hongping.46.红萍,,再重新放回去烧。,再重新放回去烧。,再重新放回去燒。,Then put it back in.
SAY.hongping.47.红萍,,全程要控制火候，防止猪皮起泡。,全程要控制火候，防止猪皮起泡。,全程要控制火候，防止豬皮起泡。,Have to control the heat very well， so it doesn't bubble up.
SAY.hongping.48.红萍,,唉，光说都觉得复杂。,唉，光说都觉得复杂。,唉，光說都覺得複雜。,Sigh， just thinking about it is complicated.
SAY.hongping.49.红萍,,烧猪得趁热吃，要不然皮就不脆了。,烧猪得趁热吃，要不然皮就不脆了。,燒豬得趁熱吃，要不然皮就不脆了。,Have to eat it when it's hot， or the skin isn't crispy.
SAY.hongping.50.红萍,,蘸点白糖，味道更好。,蘸点白糖，味道更好。,蘸點白糖，味道更好。,Even better with a bit of sugar.
SAY.hongping.51.红萍,,烧猪虽然很难，但是我决心一定要做好。,烧猪虽然很难，但是我决心一定要做好。,燒豬雖然很難，但是我決心一定要做好。,Roasting the pig is difficult， but I'm determined to do it well.
SAY.hongping.52.红萍,,不单是为了多掌握一门赚钱的技术。,不单是为了多掌握一门赚钱的技术。,不單是為了多掌握一門賺錢的技術。,Not just for a new skill to make money.
SAY.hongping.53.红萍,,我想像凤姐讲的那样，不断学习，不断进步。,我想像凤姐讲的那样，不断学习，不断进步。,我想像鳳姐講的那樣，不斷學習，不斷進步。,But like Sis' Feng said， have to keep learning， keep improving.
SAY.liuxuewen.150.供销社刘雪文,,哥啊，你都在这儿看这么久了。,哥啊，你都在这儿看这么久了。,哥啊，你都在這兒看這麼久了。,Bro， you've been looking at it for so long.
SAY.liuxuewen.177.供销社刘雪文,,帮个忙把这幅画买了吧？,帮个忙把这幅画买了吧？,幫個忙把這幅畫買了吧？,Just buy it.
SAY.liuxuewen.153.主角,,我不要。,我不要。,我不要。,Nah.
SAY.liuxuewen.159.供销社刘雪文,,老板把供销社承包了，变成他个人经营的。,老板把供销社承包了，变成他个人经营的。,老闆把供銷社承包了，變成他個人經營的。,Boss bought the place and now they run it.
SAY.liuxuewen.178.供销社刘雪文,,问题是，商品还是原本那些。,问题是，商品还是原本那些。,問題是，商品還是原本那些。,The problem is， the products are still the same as before.
SAY.liuxuewen.179.供销社刘雪文,,他让我尽快卖掉这些没销路的存货。,他让我尽快卖掉这些没销路的存货。,他讓我儘快賣掉這些沒銷路的存貨。,They want me to sell these things that aren't moving.
SAY.liuxuewen.180.供销社刘雪文,,哪有这么容易哦！,哪有这么容易哦！,哪有這麼容易哦！,It's not that easy!
SAY.liuxuewen.181.供销社刘雪文,,像什么山水画，有几个人会用得上啊。,像什么山水画，有几个人会用得上啊。,像什麼山水畫，有幾個人會用得上啊。,Like these landscape paintings， not many want them.
SAY.liuxuewen.182.供销社刘雪文,,他还不如自己拿回家，或者送人呢。,他还不如自己拿回家，或者送人呢。,他還不如自己拿回家，或者送人呢。,Better off taking them home or gifting them.
SAY.liuxuewen.183.供销社刘雪文,,要不是工作不太好找，我都不想干了，没意思。,要不是工作不太好找，我都不想干了，没意思。,要不是工作不太好找，我都不想幹了，沒意思。,If it wasn't so hard to find a new job， I would have quit.
SAY.zhangdaye.1.看车张大爷,,你车停在这里？,你车停在这里？,你車停在這裏？,Your car is parked here?
SAY.zhangdaye.102.主角,,没有，我路过而已。,没有，我路过而已。,沒有，我路過而已。,Nah， just passing through.
SAY.zhangdaye.103.看车张大爷,,不是自己的东西就莫要惦记。,不是自己的东西就莫要惦记。,不是自己的東西就莫要惦記。,Don't loiter around things that aren't yours.
SAY.zhangdaye.104.看车张大爷,,上回有个仔想来搞鬼，悄咪咪地摸到车旁边。,上回有个仔想来搞鬼，悄咪咪地摸到车旁边。,上回有個仔想來搞鬼，悄咪咪地摸到車旁邊。,Last time some kid was sneaking around a car.
SAY.zhangdaye.105.看车张大爷,,嘿，我吼一声，吓得他工具都丢了。,嘿，我吼一声，吓得他工具都丢了。,嘿，我吼一聲，嚇得他工具都丟了。,I yelled at them， they dropped all their tools.
SAY.zhangdaye.106.看车张大爷,,跑起来快得呀，好比挨狗猎一样。,跑起来快得呀，好比挨狗猎一样。,跑起來快得呀，好比挨狗獵一樣。,They ran like the wind.
SAY.zhangdaye.111.主角,,那你够狠哦。,那你够狠哦。,那你夠狠哦。,You're vicious.
SAY.zhangdaye.107.看车张大爷,,不晓得老子是哪个也不先去打听打听。,不晓得老子是哪个也不先去打听打听。,不曉得老子是哪個也不先去打聽打聽。,They don't even ask about where I come from.
SAY.zhangdaye.108.看车张大爷,,想当年跟县大队剿匪，我不仅佩枪还骑马呢。,想当年跟县大队剿匪，我不仅佩枪还骑马呢。,想當年跟縣大隊剿匪，我不僅佩槍還騎馬呢。,Back in the day I lead teams against raiders， I even rode a horse and had a rifle.
SAY.zhangdaye.109.看车张大爷,,对付现在这种小毛贼，我都不用站起来。,对付现在这种小毛贼，我都不用站起来。,對付現在這種小毛賊，我都不用站起來。,Dealing with these punks， I don't even get up.
SAY.zhangdaye.110.看车张大爷,,看见我眼睛他就打抖。,看见我眼睛他就打抖。,看見我眼睛他就打抖。,I just stare at them and they cower.
SAY.zhangdaye.114.主角,,哈哈哈哈。,哈哈哈哈。,哈哈哈哈。,Hahahaha.
SAY.zhangdaye.117.看车张大爷,,你不是来踩点的吧？,你不是来踩点的吧？,你不是來踩點的吧？,You're not scouting this place are you?
SAY.zhangdaye.118.看车张大爷,,看起来像哦。,看起来像哦。,看起來像哦。,You look like it.
SAY.zhangdaye.120.主角,,……真的是路过。,……真的是路过。,……真的是路過。,...Really， just passing through.
SAY.zhangdaye.123.看车张大爷,,好好做人。,好好做人。,好好做人。,Be a good person.
SAY.zhangdaye.135.看车张大爷,,一失足成千古恨，我和你讲。,一失足成千古恨，我和你讲。,一失足成千古恨，我和你講。,One mistake and you'll regret it forever I tell ya.
SAY.zhangdaye.18.看车张大爷,,看见对面那栋楼没有？,看见对面那栋楼没有？,看見對面那棟樓沒有？,See that person over there?
SAY.zhangdaye.124.看车张大爷,,天天丢东西。,天天丢东西。,天天丟東西。,They lose things everyday.
SAY.zhangdaye.125.看车张大爷,,也不晓得守大门的是没尽本份还是没有本事。,也不晓得守大门的是没尽本份还是没有本事。,也不曉得守大門的是沒盡本份還是沒有本事。,Not sure if the guard is careless or incompetent.
SAY.zhangdaye.136.看车张大爷,,我是年纪大了，爬不动楼梯。,我是年纪大了，爬不动楼梯。,我是年紀大了，爬不動樓梯。,I'm old， can't climb stairs anymore.
SAY.zhangdaye.137.看车张大爷,,不然我就去那边，看看哪个还敢来偷。,不然我就去那边，看看哪个还敢来偷。,不然我就去那邊，看看哪個還敢來偷。,Otherwise I'll go check it out and see who dares steal things.
SAY.zhangdaye.20.看车张大爷,,搞不懂这个年代的人。,搞不懂这个年代的人。,搞不懂這個年代的人。,Don't understand this generation.
SAY.zhangdaye.126.看车张大爷,,有手有脚，身强体健。,有手有脚，身强体健。,有手有腳，身強體健。,They got hands and legs， they are healthy.
